return_id,order_id,return_date,return_reason
54401,65498,2024-03-12,Size Issue
54402,245155,2024-10-11,Arrived Damaged
54403,20044,2024-10-29,Arrived Damaged
54404,890750,2024-07-25,Changed Mind
54405,142298,2024-03-21,Wrong Item Shipped
54406,894654,2024-12-14,Defective Product
54407,806711,2024-01-18,Arrived Damaged
54408,384827,2024-01-25,Arrived Damaged
54409,726196,2024-09-11,Defective Product
54410,646783,2024-05-26,Arrived Damaged
54411,678018,2024-09-13,Changed Mind
54412,353498,2024-02-20,Size Issue
54413,128216,2024-06-30,Size Issue
54414,298060,2024-10-31,Arrived Damaged
54415,140497,2025-01-24,Size Issue
54416,991746,2024-05-24,Defective Product
54417,410631,2024-07-10,Defective Product
54418,834519,2024-01-20,Defective Product
54419,60210,2024-11-16,Changed Mind
54420,660799,2024-07-09,Changed Mind
54421,889885,2024-12-12,Size Issue
54422,582982,2024-08-15,Arrived Damaged
54423,342371,2024-06-25,Defective Product
54424,430866,2024-11-20,Defective Product
54425,339843,2024-03-03,Defective Product
54426,585231,2024-09-05,Size Issue
54427,867062,2024-10-05,Size Issue
54428,149872,2024-03-09,Changed Mind
54429,828977,2024-10-21,Arrived Damaged
54430,227290,2024-08-05,Size Issue
54431,989697,2024-03-03,Size Issue
54432,635916,2024-12-25,Arrived Damaged
54433,253644,2024-09-24,Arrived Damaged
54434,234576,2024-06-14,Arrived Damaged
54435,54413,2024-06-07,Wrong Item Shipped
54436,174125,2024-07-21,Size Issue
54437,124782,2024-07-12,Arrived Damaged
54438,989429,2024-12-14,Defective Product
54439,290364,2024-04-21,Arrived Damaged
54440,686217,2024-05-10,Arrived Damaged
54441,396217,2024-08-16,Wrong Item Shipped
54442,810930,2024-07-21,Size Issue
54443,77875,2024-10-01,Wrong Item Shipped
54444,515434,2024-06-23,Changed Mind
54445,94810,2024-06-08,Arrived Damaged
54446,665796,2024-10-24,Changed Mind
54447,841088,2024-02-20,Defective Product
54448,300718,2024-05-11,Size Issue
54449,639536,2024-11-30,Size Issue
54450,503993,2024-10-29,Wrong Item Shipped
54451,125810,2024-03-11,Changed Mind
54452,392881,2024-07-18,Changed Mind
54453,359575,2024-06-09,Arrived Damaged
54454,860662,2024-04-30,Changed Mind
54455,597875,2025-01-10,Size Issue
54456,477492,2024-03-29,Defective Product
54457,606387,2024-10-25,Size Issue
54458,213472,2024-07-24,Size Issue
54459,64606,2024-06-20,Defective Product
54460,641707,2024-02-12,Changed Mind
54461,164296,2024-05-25,Size Issue
54462,74272,2024-12-29,Defective Product
54463,341453,2024-06-09,Arrived Damaged
54464,961425,2024-09-24,Wrong Item Shipped
54465,809410,2024-02-26,Size Issue
54466,570743,2024-01-20,Arrived Damaged
54467,184346,2024-06-21,Changed Mind
54468,755314,2024-11-03,Arrived Damaged
54469,223271,2024-06-24,Arrived Damaged
54470,245813,2024-10-13,Arrived Damaged
54471,312130,2024-05-16,Wrong Item Shipped
54472,245050,2024-06-09,Wrong Item Shipped
54473,617358,2024-12-21,Arrived Damaged
54474,698351,2024-02-29,Size Issue
54475,24651,2024-06-01,Arrived Damaged
54476,742103,2024-09-06,Wrong Item Shipped
54477,537220,2024-10-16,Changed Mind
54478,640298,2024-08-30,Arrived Damaged
54479,814019,2024-09-29,Defective Product
54480,706436,2024-06-10,Arrived Damaged
54481,945802,2024-08-23,Wrong Item Shipped
54482,659501,2025-01-12,Arrived Damaged
54483,501664,2024-08-07,Arrived Damaged
54484,610262,2024-02-01,Size Issue
54485,411614,2024-02-11,Arrived Damaged
54486,380704,2024-10-17,Defective Product
54487,815719,2024-08-14,Changed Mind
54488,121543,2024-07-17,Defective Product
54489,490682,2024-07-09,Wrong Item Shipped
54490,914815,2025-01-02,Arrived Damaged
54491,896407,2024-11-13,Defective Product
54492,342350,2024-10-04,Changed Mind
54493,564727,2024-12-03,Changed Mind
54494,276847,2024-12-25,Size Issue
54495,251151,2024-01-20,Arrived Damaged
54496,792271,2024-11-09,Changed Mind
54497,873344,2024-03-07,Wrong Item Shipped
54498,703635,2025-01-03,Size Issue
54499,557875,2024-10-01,Changed Mind
54500,89026,2024-05-23,Arrived Damaged
54501,223316,2024-10-03,Arrived Damaged
54502,384687,2024-12-07,Arrived Damaged
54503,308596,2024-08-23,Defective Product
54504,461789,2024-08-17,Defective Product
54505,545977,2024-12-10,Size Issue
54506,56204,2025-01-06,Changed Mind
54507,786600,2024-07-13,Wrong Item Shipped
54508,671615,2024-11-01,Wrong Item Shipped
54509,348414,2024-12-24,Size Issue
54510,916967,2024-02-10,Arrived Damaged
54511,882781,2024-04-11,Size Issue
54512,312622,2024-05-29,Arrived Damaged
54513,518299,2024-06-18,Wrong Item Shipped
54514,424835,2024-02-05,Size Issue
54515,391513,2024-04-08,Size Issue
54516,184579,2024-12-03,Defective Product
54517,912210,2024-04-08,Wrong Item Shipped
54518,651781,2024-10-26,Changed Mind
54519,901850,2024-12-07,Arrived Damaged
54520,313161,2024-11-17,Size Issue
54521,827848,2024-11-28,Defective Product
54522,83394,2024-06-28,Arrived Damaged
54523,835013,2024-04-09,Changed Mind
54524,792126,2024-02-07,Arrived Damaged
54525,598925,2024-10-09,Arrived Damaged
54526,844281,2024-11-09,Defective Product
54527,295434,2024-10-13,Wrong Item Shipped
54528,703674,2025-01-21,Arrived Damaged
54529,652513,2024-10-11,Size Issue
54530,633543,2024-01-29,Size Issue
54531,334664,2024-04-18,Arrived Damaged
54532,17595,2024-11-06,Size Issue
54533,609942,2024-10-17,Defective Product
54534,727874,2024-11-02,Size Issue
54535,216129,2024-08-18,Changed Mind
54536,959001,2024-04-26,Size Issue
54537,988109,2024-01-27,Changed Mind
54538,221873,2024-07-21,Changed Mind
54539,533101,2025-01-20,Changed Mind
54540,347242,2024-02-21,Wrong Item Shipped
54541,193433,2024-11-19,Defective Product
54542,502563,2024-06-15,Arrived Damaged
54543,264354,2024-07-27,Wrong Item Shipped
54544,619846,2024-05-30,Defective Product
54545,771276,2024-11-09,Size Issue
54546,552496,2024-09-06,Changed Mind
54547,691853,2024-03-05,Defective Product
54548,932254,2024-12-21,Wrong Item Shipped
54549,132687,2024-09-07,Size Issue
54550,35885,2024-08-27,Arrived Damaged
54551,985890,2024-04-24,Changed Mind
54552,495837,2024-05-29,Changed Mind
54553,200129,2024-10-24,Changed Mind
54554,344288,2024-08-16,Wrong Item Shipped
54555,180370,2024-11-14,Arrived Damaged
54556,462260,2024-01-21,Defective Product
54557,677080,2024-11-24,Changed Mind
54558,617808,2024-12-24,Arrived Damaged
54559,419653,2024-04-21,Size Issue
54560,577830,2024-07-02,Wrong Item Shipped
54561,843681,2024-03-11,Wrong Item Shipped
54562,981344,2024-06-16,Arrived Damaged
54563,384816,2024-11-18,Changed Mind
54564,840499,2024-01-30,Size Issue
54565,135941,2024-09-15,Changed Mind
54566,843383,2024-04-12,Arrived Damaged
54567,163238,2024-02-19,Size Issue
54568,874743,2024-09-07,Size Issue
54569,934474,2024-02-15,Wrong Item Shipped
54570,71690,2024-04-27,Size Issue
54571,639055,2024-02-05,Defective Product
54572,146788,2024-06-24,Wrong Item Shipped
54573,986435,2024-06-10,Arrived Damaged
54574,770488,2024-11-09,Defective Product
54575,642330,2024-11-11,Defective Product
54576,938952,2024-12-19,Changed Mind
54577,784858,2024-05-16,Arrived Damaged
54578,854995,2024-03-30,Changed Mind
54579,595986,2024-11-23,Wrong Item Shipped
54580,857322,2024-09-30,Defective Product
54581,740267,2024-10-17,Changed Mind
54582,718964,2024-06-26,Wrong Item Shipped
54583,416284,2024-02-19,Arrived Damaged
54584,341337,2024-09-10,Size Issue
54585,416415,2024-12-19,Arrived Damaged
54586,497354,2024-03-18,Changed Mind
54587,133099,2024-08-02,Size Issue
54588,747444,2024-04-05,Changed Mind
54589,759024,2024-09-01,Arrived Damaged
54590,644207,2024-05-17,Size Issue
54591,604878,2025-01-14,Size Issue
54592,697619,2024-05-26,Size Issue
54593,577549,2024-09-25,Changed Mind
54594,528309,2024-03-18,Arrived Damaged
54595,710678,2024-10-25,Wrong Item Shipped
54596,259777,2024-10-19,Defective Product
54597,774207,2024-07-23,Wrong Item Shipped
54598,437280,2024-02-15,Defective Product
54599,464387,2024-03-13,Wrong Item Shipped
54600,567394,2024-08-01,Defective Product
54601,357754,2024-06-27,Wrong Item Shipped
54602,263715,2024-08-26,Changed Mind
54603,598797,2024-09-04,Wrong Item Shipped
54604,868359,2024-05-17,Changed Mind
54605,373385,2025-01-06,Changed Mind
54606,426092,2024-05-16,Wrong Item Shipped
54607,162944,2024-12-15,Changed Mind
54608,69914,2024-10-21,Arrived Damaged
54609,134906,2024-12-10,Size Issue
54610,545264,2024-07-01,Arrived Damaged
54611,129577,2024-07-02,Arrived Damaged
54612,415172,2025-01-05,Defective Product
54613,753767,2024-06-11,Changed Mind
54614,993305,2025-01-08,Changed Mind
54615,478365,2024-06-12,Defective Product
54616,526422,2024-12-26,Wrong Item Shipped
54617,561305,2024-12-06,Wrong Item Shipped
54618,617778,2024-06-15,Arrived Damaged
54619,665677,2024-07-01,Arrived Damaged
54620,585149,2024-03-24,Arrived Damaged
54621,74114,2024-07-03,Arrived Damaged
54622,151346,2024-04-10,Arrived Damaged
54623,112228,2024-11-16,Size Issue
54624,318644,2024-02-04,Changed Mind
54625,53846,2024-05-09,Size Issue
54626,631379,2024-10-17,Size Issue
54627,121671,2024-12-24,Defective Product
54628,589598,2024-12-11,Size Issue
54629,327282,2025-01-15,Changed Mind
54630,362184,2024-10-18,Defective Product
54631,99491,2024-03-11,Changed Mind
54632,247245,2024-07-16,Size Issue
54633,812718,2024-06-23,Wrong Item Shipped
54634,78489,2024-10-23,Arrived Damaged
54635,826379,2024-02-07,Changed Mind
54636,922012,2024-12-02,Arrived Damaged
54637,394208,2024-02-01,Changed Mind
54638,293631,2024-12-12,Wrong Item Shipped
54639,37534,2024-04-10,Defective Product
54640,104876,2024-03-04,Defective Product
54641,480408,2025-01-27,Defective Product
54642,171773,2024-04-16,Wrong Item Shipped
54643,193676,2024-11-23,Changed Mind
54644,266083,2024-10-28,Changed Mind
54645,628422,2024-11-13,Size Issue
54646,970345,2024-05-14,Size Issue
54647,876464,2024-04-30,Defective Product
54648,672920,2024-10-08,Defective Product
54649,352725,2024-08-28,Defective Product
54650,281000,2024-10-20,Changed Mind
54651,262622,2024-03-09,Defective Product
54652,491302,2024-12-06,Wrong Item Shipped
54653,522638,2024-07-30,Size Issue
54654,122735,2024-11-22,Defective Product
54655,171682,2024-04-23,Changed Mind
54656,830044,2024-12-18,Changed Mind
54657,132418,2024-07-22,Wrong Item Shipped
54658,127651,2024-08-15,Arrived Damaged
54659,11843,2024-09-06,Arrived Damaged
54660,400824,2024-02-29,Changed Mind
54661,642994,2024-09-19,Changed Mind
54662,691861,2024-03-23,Changed Mind
54663,269419,2024-05-11,Changed Mind
54664,94803,2024-09-08,Changed Mind
54665,818447,2024-12-22,Defective Product
54666,217107,2024-11-19,Wrong Item Shipped
54667,824083,2024-06-13,Defective Product
54668,332652,2024-12-24,Wrong Item Shipped
54669,262037,2024-04-08,Defective Product
54670,847814,2025-01-09,Wrong Item Shipped
54671,545182,2024-03-05,Arrived Damaged
54672,984823,2024-03-15,Changed Mind
54673,833879,2024-04-30,Size Issue
54674,273344,2024-05-23,Changed Mind
54675,672878,2024-07-08,Wrong Item Shipped
54676,539195,2024-04-03,Changed Mind
54677,980861,2024-05-21,Changed Mind
54678,425277,2024-06-12,Wrong Item Shipped
54679,419641,2024-01-26,Arrived Damaged
54680,251425,2024-02-06,Wrong Item Shipped
54681,183074,2024-08-23,Changed Mind
54682,939925,2024-07-23,Defective Product
54683,966297,2024-06-12,Defective Product
54684,861956,2024-07-10,Defective Product
54685,213323,2024-06-27,Wrong Item Shipped
54686,780822,2024-01-15,Wrong Item Shipped
54687,596670,2024-04-09,Changed Mind
54688,884066,2024-05-09,Defective Product
54689,976336,2024-12-28,Arrived Damaged
54690,25417,2024-08-28,Defective Product
54691,6593,2024-09-12,Defective Product
54692,242795,2024-07-19,Size Issue
54693,744006,2024-02-26,Arrived Damaged
54694,260431,2024-12-26,Changed Mind
54695,596243,2024-06-25,Changed Mind
54696,272741,2024-01-26,Size Issue
54697,25937,2024-10-26,Defective Product
54698,845384,2024-11-08,Defective Product
54699,87458,2024-11-21,Defective Product
54700,675959,2024-01-11,Arrived Damaged
54701,74759,2024-07-01,Defective Product
54702,388522,2024-10-20,Wrong Item Shipped
54703,134036,2024-10-03,Size Issue
54704,93504,2024-09-26,Size Issue
54705,142523,2024-03-14,Size Issue
54706,638985,2025-01-12,Arrived Damaged
54707,678631,2024-01-26,Changed Mind
54708,679732,2025-01-22,Changed Mind
54709,337792,2024-12-05,Size Issue
54710,625284,2024-04-09,Defective Product
54711,773473,2024-09-30,Defective Product
54712,730281,2024-03-15,Wrong Item Shipped
54713,999830,2024-03-19,Wrong Item Shipped
54714,210217,2024-06-06,Wrong Item Shipped
54715,259724,2024-04-25,Arrived Damaged
54716,734731,2024-08-26,Size Issue
54717,66969,2024-04-06,Arrived Damaged
54718,663293,2024-02-14,Size Issue
54719,629115,2024-08-16,Defective Product
54720,23985,2024-07-27,Changed Mind
54721,172563,2024-02-25,Size Issue
54722,552107,2024-10-03,Defective Product
54723,214247,2024-12-14,Arrived Damaged
54724,685445,2024-09-07,Arrived Damaged
54725,555906,2024-10-28,Arrived Damaged
54726,563138,2024-07-20,Changed Mind
54727,417284,2024-04-23,Wrong Item Shipped
54728,209787,2024-12-01,Size Issue
54729,83347,2024-04-09,Changed Mind
54730,785418,2024-05-13,Arrived Damaged
54731,726885,2024-06-11,Wrong Item Shipped
54732,712173,2024-07-29,Changed Mind
54733,391626,2024-06-20,Defective Product
54734,719739,2024-08-09,Defective Product
54735,693899,2024-06-22,Wrong Item Shipped
54736,829111,2024-12-09,Changed Mind
54737,689927,2024-01-09,Arrived Damaged
54738,624689,2024-05-07,Defective Product
54739,821654,2024-12-25,Size Issue
54740,979342,2024-12-24,Size Issue
54741,959570,2025-01-17,Wrong Item Shipped
54742,81838,2024-06-23,Changed Mind
54743,683615,2024-12-29,Arrived Damaged
54744,227959,2024-10-15,Wrong Item Shipped
54745,266229,2024-07-30,Arrived Damaged
54746,338536,2024-02-22,Size Issue
54747,466948,2024-10-01,Wrong Item Shipped
54748,687390,2024-04-28,Changed Mind
54749,505790,2024-07-26,Arrived Damaged
54750,498581,2024-09-03,Defective Product
54751,230616,2024-08-18,Wrong Item Shipped
54752,172481,2024-10-20,Wrong Item Shipped
54753,130173,2024-05-07,Wrong Item Shipped
54754,14270,2024-03-25,Size Issue
54755,741145,2024-10-25,Wrong Item Shipped
54756,568259,2024-08-23,Defective Product
54757,120765,2025-01-03,Arrived Damaged
54758,369460,2025-01-02,Arrived Damaged
54759,418131,2024-06-21,Wrong Item Shipped
54760,623943,2024-06-19,Defective Product
54761,600465,2024-03-31,Defective Product
54762,151167,2024-12-09,Size Issue
54763,52345,2024-02-27,Size Issue
54764,978688,2024-07-19,Arrived Damaged
54765,699644,2024-10-16,Wrong Item Shipped
54766,215051,2025-01-01,Size Issue
54767,347697,2024-04-03,Defective Product
54768,842347,2024-07-15,Arrived Damaged
54769,903017,2024-05-07,Defective Product
54770,202308,2024-02-26,Defective Product
54771,48768,2024-10-09,Arrived Damaged
54772,841119,2024-03-19,Arrived Damaged
54773,706287,2024-08-14,Wrong Item Shipped
54774,104977,2024-04-01,Arrived Damaged
54775,639705,2024-01-31,Wrong Item Shipped
54776,150837,2024-07-29,Wrong Item Shipped
54777,965668,2024-08-21,Arrived Damaged
54778,334286,2024-10-08,Defective Product
54779,338821,2024-12-28,Defective Product
54780,581908,2024-11-19,Wrong Item Shipped
54781,753232,2024-03-26,Size Issue
54782,212687,2025-01-17,Size Issue
54783,973958,2024-08-23,Arrived Damaged
54784,498778,2024-05-28,Wrong Item Shipped
54785,544864,2024-01-29,Arrived Damaged
54786,482424,2024-12-07,Defective Product
54787,429909,2024-10-24,Defective Product
54788,433415,2024-10-17,Arrived Damaged
54789,641279,2024-11-10,Changed Mind
54790,484301,2024-09-17,Size Issue
54791,528826,2024-12-30,Size Issue
54792,134499,2024-05-23,Changed Mind
54793,258976,2024-06-04,Defective Product
54794,814370,2024-07-13,Defective Product
54795,980804,2024-11-18,Defective Product
54796,187322,2024-08-31,Defective Product
54797,975882,2024-04-09,Wrong Item Shipped
54798,763732,2024-08-11,Size Issue
54799,194275,2024-08-06,Arrived Damaged
54800,521463,2024-06-09,Wrong Item Shipped
54801,629506,2024-05-26,Changed Mind
54802,610739,2024-03-18,Defective Product
54803,322307,2024-08-11,Wrong Item Shipped
54804,351595,2024-09-07,Changed Mind
54805,320063,2024-03-24,Size Issue
54806,594928,2024-08-04,Wrong Item Shipped
54807,280897,2024-06-04,Changed Mind
54808,347189,2024-04-21,Changed Mind
54809,212916,2024-08-18,Changed Mind
54810,68772,2024-09-16,Size Issue
54811,73232,2024-07-05,Changed Mind
54812,155408,2024-11-25,Changed Mind
54813,861970,2024-06-19,Arrived Damaged
54814,155791,2024-03-14,Wrong Item Shipped
54815,595063,2024-03-24,Arrived Damaged
54816,11773,2024-04-27,Defective Product
54817,925425,2024-07-30,Size Issue
54818,763853,2024-08-26,Defective Product
54819,80233,2024-05-02,Arrived Damaged
54820,248597,2024-06-10,Arrived Damaged
54821,133086,2024-10-10,Arrived Damaged
54822,225537,2024-11-02,Arrived Damaged
54823,906725,2024-11-16,Wrong Item Shipped
54824,543929,2024-03-10,Arrived Damaged
54825,54924,2024-01-09,Defective Product
54826,638097,2025-01-11,Defective Product
54827,155046,2024-06-26,Size Issue
54828,518053,2024-05-08,Arrived Damaged
54829,686529,2024-10-19,Arrived Damaged
54830,804694,2024-09-02,Size Issue
54831,749668,2024-02-24,Wrong Item Shipped
54832,549604,2024-09-04,Size Issue
54833,554580,2024-10-21,Wrong Item Shipped
54834,234788,2024-09-26,Defective Product
54835,721932,2024-08-27,Wrong Item Shipped
54836,200906,2024-07-20,Size Issue
54837,423140,2024-08-07,Size Issue
54838,348006,2024-10-04,Changed Mind
54839,232524,2024-11-04,Wrong Item Shipped
54840,964245,2024-04-12,Size Issue
54841,720241,2024-06-23,Arrived Damaged
54842,551684,2024-07-24,Defective Product
54843,830722,2024-12-28,Defective Product
54844,442146,2024-04-22,Arrived Damaged
54845,222185,2024-12-26,Arrived Damaged
54846,90622,2024-09-07,Wrong Item Shipped
54847,625775,2025-01-15,Changed Mind
54848,632178,2024-11-03,Defective Product
54849,6048,2024-06-14,Arrived Damaged
54850,851590,2024-08-10,Changed Mind
54851,226638,2024-03-08,Arrived Damaged
54852,618412,2024-02-07,Size Issue
54853,842026,2024-02-03,Wrong Item Shipped
54854,937867,2024-08-20,Changed Mind
54855,761002,2024-09-09,Changed Mind
54856,957073,2024-06-16,Arrived Damaged
54857,742122,2024-10-23,Size Issue
54858,486542,2025-01-09,Arrived Damaged
54859,785763,2024-09-01,Defective Product
54860,105095,2024-04-07,Wrong Item Shipped
54861,145662,2024-03-05,Arrived Damaged
54862,82225,2024-10-07,Changed Mind
54863,469672,2024-12-02,Size Issue
54864,61637,2024-09-27,Arrived Damaged
54865,883354,2024-04-09,Arrived Damaged
54866,292486,2024-08-08,Size Issue
54867,106450,2024-03-18,Arrived Damaged
54868,203300,2024-04-16,Arrived Damaged
54869,314363,2024-11-02,Changed Mind
54870,19325,2024-12-29,Arrived Damaged
54871,840665,2024-09-13,Size Issue
54872,618613,2025-01-18,Arrived Damaged
54873,569376,2024-03-05,Changed Mind
54874,474026,2025-01-08,Size Issue
54875,67618,2024-04-22,Arrived Damaged
54876,205339,2024-10-23,Wrong Item Shipped
54877,415218,2024-10-18,Changed Mind
54878,1881,2024-10-26,Defective Product
54879,654688,2024-12-10,Defective Product
54880,271616,2024-12-31,Arrived Damaged
54881,111125,2024-01-27,Size Issue
54882,714337,2024-11-20,Arrived Damaged
54883,485458,2024-08-19,Size Issue
54884,242598,2024-09-09,Defective Product
54885,583191,2024-08-13,Changed Mind
54886,486259,2024-02-07,Wrong Item Shipped
54887,319722,2024-08-20,Arrived Damaged
54888,749995,2024-11-11,Size Issue
54889,530494,2024-05-29,Defective Product
54890,21250,2025-01-05,Size Issue
54891,235770,2024-11-20,Changed Mind
54892,873516,2024-05-17,Arrived Damaged
54893,444262,2024-05-20,Changed Mind
54894,373334,2024-05-08,Defective Product
54895,418265,2025-01-14,Wrong Item Shipped
54896,450597,2024-06-12,Wrong Item Shipped
54897,689754,2024-08-01,Size Issue
54898,240395,2024-08-21,Wrong Item Shipped
54899,662566,2024-04-27,Wrong Item Shipped
54900,479749,2024-07-25,Defective Product
54901,305129,2024-04-17,Defective Product
54902,868021,2024-05-07,Wrong Item Shipped
54903,29465,2024-12-28,Defective Product
54904,836016,2024-07-25,Changed Mind
54905,480855,2024-02-10,Arrived Damaged
54906,608243,2024-06-03,Size Issue
54907,268998,2024-11-19,Arrived Damaged
54908,671855,2024-05-01,Wrong Item Shipped
54909,121108,2024-03-12,Wrong Item Shipped
54910,876085,2024-10-01,Defective Product
54911,280430,2024-05-09,Size Issue
54912,968840,2024-10-24,Changed Mind
54913,271612,2024-06-18,Changed Mind
54914,400162,2024-05-07,Defective Product
54915,506405,2024-02-12,Wrong Item Shipped
54916,695218,2024-08-26,Wrong Item Shipped
54917,688691,2024-10-29,Size Issue
54918,435359,2024-11-12,Changed Mind
54919,958908,2024-10-07,Size Issue
54920,710605,2024-08-13,Changed Mind
54921,708538,2024-11-01,Changed Mind
54922,814602,2024-09-21,Wrong Item Shipped
54923,193291,2024-01-23,Defective Product
54924,531835,2024-08-29,Defective Product
54925,223236,2024-04-24,Arrived Damaged
54926,228232,2024-08-05,Changed Mind
54927,263188,2024-10-09,Wrong Item Shipped
54928,172305,2024-01-22,Defective Product
54929,479007,2024-11-26,Changed Mind
54930,953782,2024-04-28,Defective Product
54931,588861,2024-07-31,Wrong Item Shipped
54932,734381,2024-02-14,Changed Mind
54933,145646,2024-12-22,Changed Mind
54934,60125,2024-07-01,Defective Product
54935,722521,2024-03-04,Size Issue
54936,442552,2024-06-15,Size Issue
54937,626129,2024-04-30,Defective Product
54938,496223,2024-06-09,Arrived Damaged
54939,469248,2024-08-26,Size Issue
54940,777248,2024-08-04,Changed Mind
54941,415196,2024-12-30,Size Issue
54942,562515,2024-02-23,Defective Product
54943,646576,2024-03-23,Size Issue
54944,392455,2024-12-07,Defective Product
54945,942444,2024-12-03,Wrong Item Shipped
54946,22502,2024-01-21,Wrong Item Shipped
54947,748883,2024-03-30,Arrived Damaged
54948,189532,2024-08-11,Changed Mind
54949,509165,2024-08-11,Size Issue
54950,235647,2024-12-01,Defective Product
54951,179578,2024-11-09,Changed Mind
54952,88928,2024-01-27,Arrived Damaged
54953,762645,2024-11-20,Defective Product
54954,714881,2024-05-08,Size Issue
54955,137050,2024-01-14,Changed Mind
54956,356404,2024-07-26,Defective Product
54957,872062,2024-08-18,Defective Product
54958,278172,2024-04-29,Size Issue
54959,759730,2024-09-29,Defective Product
54960,353492,2024-05-28,Arrived Damaged
54961,642560,2024-09-20,Size Issue
54962,530131,2024-02-19,Defective Product
54963,904383,2024-05-24,Defective Product
54964,311641,2024-03-08,Size Issue
54965,490627,2024-02-03,Arrived Damaged
54966,605634,2024-08-11,Defective Product
54967,151259,2024-03-02,Arrived Damaged
54968,40312,2024-03-31,Size Issue
54969,558049,2024-08-23,Size Issue
54970,578465,2024-07-20,Defective Product
54971,595022,2024-11-20,Changed Mind
54972,910927,2024-05-22,Defective Product
54973,755069,2024-03-10,Wrong Item Shipped
54974,474518,2024-08-01,Size Issue
54975,450915,2024-10-18,Size Issue
54976,514781,2024-09-28,Changed Mind
54977,469918,2025-01-08,Wrong Item Shipped
54978,90606,2024-07-30,Defective Product
54979,632603,2024-07-27,Wrong Item Shipped
54980,455185,2024-08-29,Size Issue
54981,774716,2024-10-09,Arrived Damaged
54982,238848,2024-08-26,Arrived Damaged
54983,360499,2024-07-18,Wrong Item Shipped
54984,776893,2024-06-13,Changed Mind
54985,280097,2024-11-14,Changed Mind
54986,55672,2024-11-07,Size Issue
54987,705579,2024-08-09,Arrived Damaged
54988,746451,2024-09-26,Defective Product
54989,424294,2024-09-25,Changed Mind
54990,758933,2024-07-19,Defective Product
54991,920438,2024-04-01,Wrong Item Shipped
54992,350613,2024-02-13,Size Issue
54993,214358,2024-10-19,Arrived Damaged
54994,577214,2024-04-28,Defective Product
54995,450238,2024-11-15,Changed Mind
54996,638813,2024-08-02,Defective Product
54997,290496,2024-04-10,Wrong Item Shipped
54998,696884,2024-05-04,Size Issue
54999,709661,2024-01-15,Arrived Damaged
55000,570950,2024-11-22,Size Issue
55001,76748,2024-03-13,Wrong Item Shipped
55002,848828,2024-06-29,Changed Mind
55003,180985,2024-10-17,Changed Mind
55004,589555,2024-07-16,Changed Mind
55005,440728,2024-09-10,Changed Mind
55006,656912,2024-03-10,Arrived Damaged
55007,209470,2024-07-23,Changed Mind
55008,670324,2024-04-12,Arrived Damaged
55009,467891,2024-07-06,Arrived Damaged
55010,801517,2024-07-10,Arrived Damaged
55011,828137,2025-01-22,Size Issue
55012,524817,2024-12-06,Changed Mind
55013,545519,2024-12-06,Wrong Item Shipped
55014,655277,2024-01-29,Wrong Item Shipped
55015,488205,2024-07-30,Wrong Item Shipped
55016,34504,2024-10-01,Changed Mind
55017,528909,2024-11-05,Changed Mind
55018,854818,2024-06-17,Defective Product
55019,654231,2024-11-16,Size Issue
55020,864221,2024-06-21,Arrived Damaged
55021,721787,2024-11-17,Defective Product
55022,11614,2024-05-29,Defective Product
55023,270992,2024-09-13,Changed Mind
55024,25238,2024-05-30,Wrong Item Shipped
55025,738032,2024-10-06,Changed Mind
55026,855086,2025-01-11,Size Issue
55027,643955,2024-04-19,Changed Mind
55028,371636,2024-05-15,Changed Mind
55029,80582,2024-01-25,Wrong Item Shipped
55030,568964,2024-02-04,Changed Mind
55031,477555,2024-10-09,Wrong Item Shipped
55032,703290,2024-08-15,Defective Product
55033,734611,2024-02-22,Wrong Item Shipped
55034,637476,2024-09-30,Wrong Item Shipped
55035,383391,2024-12-29,Defective Product
55036,688962,2024-07-26,Defective Product
55037,602168,2024-08-11,Defective Product
55038,220074,2024-08-17,Changed Mind
55039,82712,2024-11-30,Wrong Item Shipped
55040,308868,2025-01-03,Size Issue
55041,607765,2024-11-12,Wrong Item Shipped
55042,781214,2024-12-19,Changed Mind
55043,886361,2024-05-01,Size Issue
55044,814154,2024-02-26,Defective Product
55045,692426,2024-12-06,Size Issue
55046,348545,2024-02-22,Wrong Item Shipped
55047,71518,2024-04-05,Wrong Item Shipped
55048,723005,2024-06-24,Defective Product
55049,111557,2024-04-21,Wrong Item Shipped
55050,116583,2024-08-27,Wrong Item Shipped
55051,715576,2024-11-21,Size Issue
55052,661841,2024-05-30,Wrong Item Shipped
55053,903728,2024-02-23,Defective Product
55054,201928,2024-01-09,Defective Product
55055,179664,2024-02-03,Size Issue
55056,550350,2024-11-06,Changed Mind
55057,332797,2024-07-18,Size Issue
55058,272920,2024-08-20,Size Issue
55059,230530,2024-06-01,Defective Product
55060,457253,2024-10-12,Size Issue
55061,513495,2024-08-16,Size Issue
55062,367835,2024-03-09,Changed Mind
55063,152984,2024-06-12,Changed Mind
55064,129071,2024-07-13,Arrived Damaged
55065,983861,2024-12-08,Wrong Item Shipped
55066,2115,2024-12-16,Size Issue
55067,14442,2024-09-25,Defective Product
55068,197632,2025-01-08,Arrived Damaged
55069,37097,2025-01-20,Wrong Item Shipped
55070,372546,2024-07-07,Wrong Item Shipped
55071,46318,2024-03-13,Size Issue
55072,402458,2024-06-16,Arrived Damaged
55073,545852,2024-04-20,Defective Product
